American Express,371253437393479
American Express,348747144383954
American Express,349759433668127
American Express,375132728053560
American Express,372947835593361
American Express,347791757427717
American Express,377332752652919
American Express,340818115936456
American Express,373954170819921
American Express,372926131484384
American Express,377986609609057
American Express,349720260752038
American Express,349206902032674
American Express,349555783813259
American Express,341568113125623
American Express,374913009444748
American Express,345905806574921
American Express,348017426550864
American Express,348067423394006
American Express,373060388701255
American Express,345275908011440
American Express,373852777584718
American Express,340574661748478
American Express,348206964886208
American Express,348412231561208
American Express,342406431321369
American Express,340204329059817
American Express,376157335831198
American Express,346935735413064
American Express,375989071913801
American Express,373412036428544
American Express,346106104628779
American Express,346549519676778
American Express,349430024534363
American Express,343769947640906
American Express,372561750480262
American Express,340399797400848
American Express,374475960496901
American Express,341960114440475
American Express,375734969763094
American Express,371611235811077
American Express,344656739743221
American Express,347235698422148
American Express,370647296609274
American Express,341040307753404
American Express,343954491776534
American Express,371564823813460
American Express,378573859244196
American Express,371357271221827
American Express,376535686000150
American Express,343751231419189
American Express,347585627150396
American Express,345539933281991
American Express,376034515537756
American Express,346710030447731
American Express,341142617593247
American Express,378081685255980
American Express,340231218625473
American Express,342072394741553
American Express,379712103094127
American Express,371540901674834
American Express,370726797964238
American Express,373876615079839
American Express,341570373248160
American Express,340329602452643
American Express,379385616672877
American Express,340882748479524
American Express,378455836593343
American Express,379100339651342
American Express,348980235680794
American Express,347634009870989
American Express,376054251034206
American Express,345528875500021
American Express,341991443102494
American Express,375774600982786
American Express,372628945340691
American Express,375577638979652
American Express,344811283325285
American Express,374870976850358
American Express,345553019684036
American Express,371218287192388
American Express,341057849998156
American Express,345309821548087
American Express,340836795892120
American Express,371108857484127
American Express,345805469376004
American Express,373883458609003
American Express,378185533396100
American Express,373689578294042
American Express,342635183801687
American Express,374897747014253
American Express,341669775954019
American Express,341294889877871
American Express,349776894671010
American Express,346984164418905
American Express,377364089656040
American Express,379153734440720
American Express,375992732194340
American Express,372893347766063
American Express,342347738039603
